날짜,평균 풍속,최저 기온,최고 기온,강수량,평균 가격
2013-01-30,0.6,-0.9,11,0,3721
2013-01-31,1.8,0.3,12.7,0.5,3702
2013-02-01,3.3,4.8,12.2,31.3,3702
2013-02-02,0.9,-2,8.1,0,3702
2013-02-03,1.6,-4.7,2.8,3.2,3702
2013-02-04,0.6,-1.6,6.3,4.2,3702
2013-02-05,2.3,-3,3.5,3.9,3685
2013-02-06,3.9,-1.2,3.7,2.2,3771
2013-02-07,1.5,-10.9,0,0.1,3792
2013-02-08,1.2,-13.2,-2.5,0,3814
2013-02-09,2,-10.6,0.6,0,3814
2013-02-10,0.9,-7.1,3.8,0.1,3814
2013-02-11,1.6,-8,2.7,0,3814
2013-02-12,1.4,-4.4,1.7,0.3,3957
2013-02-13,1,-6.8,5.1,0,3991
2013-02-14,2.4,-3.3,7.9,0,4014
2013-02-15,1.2,-3.4,6.1,0,3982
2013-02-16,0.9,-7.2,4.6,0,3982
2013-02-17,1.9,-3.2,6.3,1.9,3982
2013-02-18,2.6,0.2,6.3,1.8,3973
2013-02-19,3,-3.4,4,0.5,4032
2013-02-20,2.1,-6.8,3.6,0,4012
2013-02-21,2,-5.2,5.3,0,4044
2013-02-22,2.6,-3.5,7.1,0.6,3949
2013-02-23,1.6,-5.1,5.2,0,3949
2013-02-24,0.8,-4.1,7.7,0,3949
2013-02-25,0.7,-3.3,10.3,0,4001
2013-02-26,1.8,0,9.4,0.2,4015
2013-02-27,0.7,0.8,13.1,0,3997
2013-02-28,3.3,-1.1,16.4,0,3996
2013-03-01,2.1,-1.2,11.2,4.9,3996
2013-03-02,2,-3.7,5.6,0,3996
2013-03-03,1.1,-4.1,7.4,0,3996
2013-03-04,1.4,-2.7,10.4,0,3949
2013-03-05,1,-2.6,12.9,0,3986
2013-03-06,0.8,-1,16.9,0,3986
2013-03-07,1.4,3.5,14.6,0.8,4069
2013-03-08,2.5,2.5,18.3,0,4076
2013-03-09,3.8,2.3,23.7,0,4076
2013-03-10,1.2,0.4,13.9,0,4076
2013-03-11,1.2,-3.2,13.1,0,4028
2013-03-12,2,-0.3,16.5,1.4,4085
2013-03-13,2,2.1,12.4,16.1,4085
2013-03-14,1.8,0.3,9.7,0,4159
2013-03-15,1.3,-1,13.4,0,4133
2013-03-16,1.6,1.2,15.8,0,4133
2013-03-17,2.2,0.3,17.6,16,4133
2013-03-18,1.4,7,15.5,16.3,4080
2013-03-19,2.5,5,15.8,0,4080
2013-03-20,1.6,-1.1,11.9,2.3,4016
2013-03-21,1.5,-4.1,9.8,0,3998
2013-03-22,1.1,-0.5,11.3,0,3986
2013-03-23,2.4,0.5,13.8,0,3986
2013-03-24,2.2,1.3,12.4,0,3986
2013-03-25,1.4,-0.1,8.7,0.8,3986
2013-03-26,1.5,-2.3,12.5,0,3986
2013-03-27,1.7,1.3,17.2,0,3996
2013-03-28,2.2,2.7,17.3,0,3999
2013-03-29,1.5,1.9,13.2,0,4023
2013-03-30,1.5,0.8,12.9,0.3,4023
2013-03-31,0.9,2.4,13.7,0.6,4023
2013-04-01,1.6,1.1,16.8,0,4161
2013-04-02,2.5,4.3,12.1,1.4,4161
2013-04-03,1.3,3,17.7,0,4170
2013-04-04,1.6,4.7,20.3,0,4141
2013-04-05,1.3,5.1,19.9,0.3,4153
2013-04-06,2.8,3.7,13,24.7,4153
2013-04-07,1.8,1.8,9.6,1.6,4153
2013-04-08,4.1,0.4,16.3,0.1,4199
2013-04-09,2.7,4.2,13.1,0.3,4236
2013-04-10,3.6,1.2,10,0.1,4256
2013-04-11,2.1,1.8,12.1,0.5,4253
2013-04-12,2.2,0.8,12.9,0,4253
2013-04-13,3.7,1.1,19.8,0,4253
2013-04-14,0.7,4.3,17.5,1.5,4253
2013-04-15,2.7,0.9,14,0,4238
2013-04-16,3.3,5.8,24.5,0.1,4238
2013-04-17,2.8,9.2,17.3,0.3,4218
2013-04-18,2,7.3,18,0,4218
2013-04-19,0.9,3.7,15.3,0,3966
2013-04-20,2.6,3.5,8.5,9.7,3966
2013-04-21,1.5,3.1,15.2,0,3966
2013-04-22,1.3,2.3,18.9,0,3974
2013-04-23,2.4,8.6,14,22.1,3974
2013-04-24,1.8,8.9,19.4,1.5,3991
2013-04-25,3.1,6.6,16.4,2.2,3856
2013-04-26,1.8,6.4,17.3,0.5,3704
2013-04-27,1.2,4.9,19.1,0.8,3704
2013-04-28,2,7.1,22.1,0,3704
2013-04-29,2.7,9.4,19.1,7.5,3823
2013-04-30,1.8,6.2,21,0.1,3752
2013-05-01,1.6,6.8,17,0.2,3752
2013-05-02,2.1,6.7,17.9,1.1,3307
2013-05-03,1.9,6.3,19.2,0.9,3293
2013-05-04,2.3,8.7,20.5,0.1,3293
2013-05-05,1.8,7.6,23.6,0,3293
2013-05-06,1.4,8.9,25.1,0,3205
2013-05-07,1.4,9.7,23.1,0,3241
2013-05-08,1.2,8.8,26.4,0,3218
2013-05-09,1.6,11.5,24.4,3.8,3130
2013-05-10,2,12.8,19.5,15.9,3100
2013-05-11,2.6,11.9,25.5,0,3100
2013-05-12,1.7,13,26.7,0.1,3100
2013-05-13,1.3,13.4,28.1,0,3097
2013-05-14,2.4,11.8,26,0,3128
2013-05-15,2.9,13.8,25.3,0,3116
2013-05-16,1.5,12.7,23.5,0,3009
2013-05-17,1.1,10.9,23.6,0,3009
2013-05-18,2.1,11,24,4.2,3009
2013-05-19,2.3,14.1,19.9,24.4,3009
2013-05-20,1.4,12.4,21.9,0,2944
2013-05-21,0.9,9.7,26.1,0,2933
2013-05-22,1.1,12.1,27.6,0,2918
2013-05-23,1.4,14.1,28.5,0,2890
2013-05-24,1,14.2,30.1,0,2874
2013-05-25,1,15.7,28.6,0,2874
2013-05-26,2.2,16.9,27,0,2874
2013-05-27,1.7,17.6,22.2,51.8,2864
2013-05-28,2.1,17.3,22.1,26.1,2859
2013-05-29,1.5,15.9,21.3,0.5,2842
2013-05-30,1.2,14.5,26.5,0,2777
2013-05-31,0.9,13.2,26.3,0,2770
2013-06-01,1.4,15.4,25.3,0,2770
2013-06-02,1.3,13.6,26.9,0,2770
2013-06-03,1.3,14.2,26.6,0,2752
2013-06-04,1.1,15.4,28.6,0,2734
2013-06-05,1.1,16.4,28.9,0,2723
2013-06-06,1.4,17.4,28.5,0.6,2723
2013-06-07,1.1,17.8,28.1,0.2,2737
2013-06-08,1.5,17.6,27.1,0,2737
2013-06-09,1.6,17.7,27.8,0,2737
2013-06-10,1.7,17.2,27.9,0,2737
2013-06-11,1.1,18.5,24.7,4.8,2716
2013-06-12,0.8,18.9,23.5,3.4,2691
2013-06-13,0.9,19.3,26.5,0.1,2650
2013-06-14,1.3,19.9,25.4,1.5,2659
2013-06-15,1.8,20,29.2,0.1,2659
2013-06-16,1.7,19.2,30.1,0,2659
2013-06-17,0.7,20,28.6,1,2693
2013-06-18,0.9,21.5,24.5,46.9,2706
2013-06-19,1.1,20.3,28.2,20.1,2737
2013-06-20,1.4,20.1,30,0,2775
2013-06-21,1.2,20.8,28.1,0.4,2788
2013-06-22,1.1,20,27.9,1.3,2788
2013-06-23,1.2,19.5,24.8,2.9,2788
2013-06-24,1.6,18.4,28.3,0,2773
2013-06-25,1,19.4,27.2,6.5,2774
2013-06-26,1.4,19.6,28.9,5.8,2741
2013-06-27,1,19.5,28.3,3.5,2741
2013-06-28,1,20.1,29,1.6,2741
2013-06-29,1,19.5,30.3,0.1,2741
2013-06-30,1,20,30.6,0,2741
2013-07-01,2.1,21.1,30.6,0,2690
2013-07-02,2.2,22.3,29.4,11.5,2683
2013-07-03,1.5,22.4,29.6,18.6,2657
2013-07-04,0.7,22.8,27.9,22.3,2659
2013-07-05,1.2,21.9,26.3,51.5,2636
2013-07-06,0.8,21.8,29.9,0,2636
2013-07-07,0.5,22.2,27.3,19.3,2636
2013-07-08,2,23.5,29,14.6,2676
2013-07-09,1.3,24.4,30.7,1.7,2707
2013-07-10,0.9,23.9,30.8,2.3,2693
2013-07-11,1.7,23.6,30.7,5,2701
2013-07-12,0.6,23.3,29.1,6.3,2694
2013-07-13,1.4,23.5,30.3,18.4,2694
2013-07-14,1,23.3,29.6,23.6,2694
2013-07-15,1.7,23.4,29.7,14.2,2690
2013-07-16,1.5,23.2,31.5,0.5,2726
2013-07-17,0.8,23.8,29.8,8.5,2734
2013-07-18,0.8,23.2,30.8,4.7,2763
2013-07-19,1.4,22.4,31.8,0.4,2816
2013-07-20,1,23.4,32.2,1.1,2816
2013-07-21,0.9,24.2,31,1.3,2816
2013-07-22,0.6,24.5,31.6,16.6,2878
2013-07-23,2.4,24.5,28.4,17.3,2889
2013-07-24,2,23.8,30.1,4.8,2942
2013-07-25,1.4,22.6,31.7,0,3019
2013-07-26,1.3,22.6,32.4,0,3075
2013-07-27,0.5,22.2,31.8,0.1,3075
2013-07-28,1.5,23.6,28.9,11.1,3075
2013-07-29,0.8,24.2,31.6,5.2,3147
2013-07-30,1.2,23.2,31.3,8.5,3303
2013-07-31,1,24.1,31,12.9,3365
2013-08-01,0.9,23.8,32.2,3.6,3376
2013-08-02,1.2,24.6,30.6,3.7,3359
2013-08-03,1.1,24.5,31.9,9.1,3359
2013-08-04,1.1,24.6,32.1,7.6,3359
2013-08-05,0.9,24.1,32.2,4.9,3369
2013-08-06,0.9,23.7,32.9,9.8,3388
2013-08-07,1.4,24.3,34.3,0,3426
2013-08-08,1.1,25.9,34.6,0,3450
2013-08-09,0.8,25.9,34.6,2.1,3535
2013-08-10,1.1,24.6,33.8,6.4,3535
2013-08-11,0.9,24.3,34.7,0.2,3535
2013-08-12,1.2,24.6,34.5,0.2,3575
2013-08-13,1.2,24.2,33.9,0,3698
2013-08-14,1.1,23.8,33.7,0,3705
2013-08-15,1.2,23.6,33.8,0.1,3705
2013-08-16,1.5,24.1,34,0.5,3801
2013-08-17,1.2,24.3,33.5,0,3801
2013-08-18,1,24.4,34.1,0.7,3801
2013-08-19,0.8,23.9,34.1,2.5,3924
2013-08-20,1,23.1,33.5,0.6,4080
2013-08-21,1.2,23.6,32.4,1.4,4225
2013-08-22,0.9,24.5,33,6.6,4587
2013-08-23,0.9,23.6,28,38.7,4696
2013-08-24,0.9,21.9,28.2,31,4696
2013-08-25,1.1,20.7,30.6,2.3,4696
2013-08-26,1.1,20.6,30.9,0.1,4838
2013-08-27,1.2,20,31,0,5046
2013-08-28,1.1,21.1,30.7,0,5142
2013-08-29,1.5,21.7,29.7,23.4,5189
2013-08-30,1.1,22.1,29.6,4.7,5280
2013-08-31,1.1,19.7,28.1,3.7,5280
2013-09-01,0.8,18.8,28.3,0,5280
2013-09-02,0.6,17.4,27.9,0.2,5256
2013-09-03,1.3,16.5,24.4,0,5112
2013-09-04,1,14.7,27.1,0,5015
2013-09-05,0.8,15.4,24.4,0,4954
2013-09-06,0.7,17.5,21.8,5.2,4804
2013-09-07,0.8,17,25.5,1.6,4804
2013-09-08,0.8,16.7,27.9,0,4804
2013-09-09,0.5,16.7,27.7,0,4643
2013-09-10,0.6,18.3,27.4,3,4529
2013-09-11,0.5,19.9,25.5,9.9,4466
2013-09-12,0.5,20.4,25.6,2.9,4564
2013-09-13,0.8,20.7,28.7,14.4,4577
2013-09-14,1,20.1,25.6,40.6,4577
2013-09-15,1.1,18.1,28.9,0,4577
2013-09-16,0.8,15.2,27.1,0.1,4441
2013-09-17,0.9,14.4,28.9,0,4477
2013-09-18,0.9,16.3,30.1,0,4477
2013-09-19,0.8,17.3,28.6,0,4477
2013-09-20,1,17.3,29.2,0,4477
2013-09-21,2.8,18,29.5,0,4477
2013-09-22,0.9,18.5,27.4,1.6,4477
2013-09-23,0.9,17.2,28,0,4592
2013-09-24,1.8,17.8,26.3,3.8,4537
2013-09-25,1.2,16.2,24.2,1.1,4359
2013-09-26,1.1,12,23.4,0.2,4044
2013-09-27,0.9,10.3,24.6,0,3995
2013-09-28,0.9,15,22,2.1,3995
2013-09-29,1.6,17.1,20.6,26.8,3995
2013-09-30,0.7,18,25.9,7.2,3930
2013-10-01,1.4,16.7,26.5,0.5,3903
2013-10-02,1.1,14.7,24.4,2.4,3829
2013-10-03,0.7,10.7,22.8,0.1,3829
2013-10-04,1.3,9.2,24.6,0,3708
2013-10-05,2.7,11.2,25.6,0,3708
2013-10-06,1,16.9,24.7,2.7,3708
2013-10-07,1.7,19.5,26.9,0.9,3542
2013-10-08,1,18.5,22,30.7,3497
2013-10-09,0.7,16.8,24.7,0.6,3497
2013-10-10,2.9,16.5,23.9,8.2,3068
2013-10-11,1.8,13.1,23.6,0.3,3017
2013-10-12,0.6,9.9,22.3,0,3017
2013-10-13,0.9,9.3,23.8,0,3017
2013-10-14,2.3,11,25.2,0,2883
2013-10-15,1.2,10.5,19.6,5.8,2846
2013-10-16,0.8,6.3,17,0,2812
2013-10-17,0.7,5.3,18.3,0,2435
2013-10-18,1.2,6.8,20.6,0,2349
2013-10-19,1,8.6,20.5,0,2349
2013-10-20,1.6,11,22.7,0.1,2349
2013-10-21,2.5,10.1,21.2,0,2272
2013-10-22,1.2,9.7,21,0.2,2233
2013-10-23,1.2,10.6,21.8,0,2199
2013-10-24,1.6,9.2,20.5,0,2303
2013-10-25,0.9,6.4,17,0,2242
2013-10-26,1,4.7,16.7,0,2242
2013-10-27,0.7,3.9,18.3,0,2242
2013-10-28,1.1,4.3,18.4,0,2250
2013-10-29,1.3,5.4,19.6,0.3,2270
2013-10-30,0.7,7.2,17.9,0,2286
2013-10-31,0.8,6.6,19.8,0,2273
2013-11-01,0.7,7.9,21.2,0,2288
2013-11-02,1.1,10.2,18.4,2,2288
2013-11-03,0.7,9.4,18.6,0.1,2288
2013-11-04,0.8,7.6,17.9,0.3,2350
2013-11-05,0.3,5.3,19.3,0,2303
2013-11-06,2.3,7.5,17.3,0.9,2201
2013-11-07,0.5,6.7,18.4,0.5,1976
2013-11-08,0.8,3.6,16,0,1961
2013-11-09,2.9,7.1,16.6,12.5,1961
2013-11-10,1.7,4.2,15,0.6,1961
2013-11-11,1.4,1.2,9.4,0,1870
2013-11-12,0.7,-0.3,10.6,0,1870
2013-11-13,0.5,-1.2,12.3,0,1870
2013-11-14,1.1,0.6,11.5,0.5,1804
2013-11-15,0.6,3.8,14.8,0.7,1796
2013-11-16,3.4,1.4,14.7,0.5,1796
2013-11-17,4,3,11.2,1.4,1796
2013-11-18,3.8,0.7,6.5,1.4,1845
2013-11-19,2.2,0.4,6.8,0.8,1858
2013-11-20,1.4,-0.3,7.9,0.1,1887
2013-11-21,1.1,-1.2,9.6,0,1935
2013-11-22,0.8,-0.3,11.3,0,1935
2013-11-23,1.4,0.6,13.1,0,1935
2013-11-24,4.7,2.3,13.8,14,1935
2013-11-25,2,3.3,12.7,12.6,1947
2013-11-26,0.7,-0.8,8,0.3,2036
2013-11-27,1.4,-2,6.4,6.7,1997
2013-11-28,1.5,-4.5,2.2,1.3,2111
2013-11-29,0.6,-3.3,5.9,0.5,2164
2013-11-30,1,-1.8,10.8,0,2164
2013-12-01,0.4,-0.2,10.8,0,2164
2013-12-02,0.8,-1.1,9.5,0,2200
2013-12-03,1,0.4,11,0,2243
2013-12-04,0.4,-0.2,11.6,0,2218
2013-12-05,1.6,-0.1,10.5,0,2329
2013-12-06,0.6,-0.2,9.3,0,2367
2013-12-07,0.6,-1.3,10.5,0,2367
2013-12-08,1,-1,11.6,0,2367
2013-12-09,2.1,2.5,9.5,8.5,2394
2013-12-10,2.5,0.4,6,1.2,2371
2013-12-11,1.8,-1.7,4,2.2,2378
2013-12-12,1.9,-4.8,5.7,3.1,2486
2013-12-13,1.1,-5.8,2,0.3,2447
2013-12-14,1.1,-6.2,4.4,0.3,2447
2013-12-15,0.5,-5.2,3.8,0,2447
2013-12-16,1.1,-6.1,3.2,0,2564
2013-12-17,1.2,-2.5,6.3,1.7,2419
2013-12-18,2.9,0.9,8.5,0.4,2409
2013-12-19,2.3,-3.3,2.9,1.2,2548
2013-12-20,1.3,-4.2,2.4,1.2,2541
2013-12-21,0.6,-4.3,4.7,0.1,2541
2013-12-22,1.1,-5.7,4.9,0,2541
2013-12-23,0.5,-3.6,5.4,0,2578
2013-12-24,0.8,-5.5,6.8,0.1,2578
2013-12-25,1.1,-5.4,7.2,0,2578
2013-12-26,2.3,-1.5,5.3,0.3,2589
2013-12-27,1.6,-5.3,0.8,0,2562
2013-12-28,1.5,-8,0.8,0.1,2562
2013-12-29,2.2,-7.3,3.2,0.3,2562
2013-12-30,2.3,-2.4,7.6,0,2514
2013-12-31,2.9,-1.8,9.1,0,2514
2014-01-01,1.9,-0.3,9.2,0,2514
2014-01-02,0.8,-2.2,9.1,0,2515
2014-01-03,0.6,-3.2,10.1,0,2515
2014-01-04,1,-2.8,6.9,1.2,2515
2014-01-05,0.7,-3.7,6.6,0.1,2515
2014-01-06,0.6,-5.1,7.6,0,2530
2014-01-07,1.4,-4.3,7.8,0,2490
2014-01-08,2.3,-1.4,5.3,1.8,2429
2014-01-09,1.2,-8.1,-0.6,0,2412
2014-01-10,1.1,-9.6,2,0,2412
2014-01-11,1.8,-5.5,4.4,0,2412
2014-01-12,1.3,-5.1,5.3,0,2412
2014-01-13,1,-8.4,1.5,0,2375
2014-01-14,1,-9.3,3.4,0,2375
2014-01-15,0.6,-8.1,4.3,0,2375
2014-01-16,0.8,-6.6,5.2,0,2316
2014-01-17,1.8,-5,5.9,0,2316
2014-01-18,0.8,-4.6,3.9,0,2316
2014-01-19,1.3,-8.3,4.6,0,2316
2014-01-20,1.9,-2.2,5.5,1.5,2276
2014-01-21,1.1,-5.5,-0.1,1.4,2303
2014-01-22,0.6,-8,3.4,0,2270
2014-01-23,0.3,-7.5,7.1,0,2254
2014-01-24,0.8,-3.5,10.7,0,2231
2014-01-25,1.9,1.4,10.6,1.9,2231
2014-01-26,1,-4.1,5.6,0.2,2231
2014-01-27,1.6,-7,8.9,0,2242
2014-01-28,0.8,-3.1,9.3,0.1,2242
2014-01-29,1.2,-6.4,11.5,0.7,2262
2014-01-30,0.6,1.5,10.2,1.1,2262
2014-01-31,0.6,-3.1,10.8,0,2262
2014-02-01,0.9,1,13.4,6,2262
2014-02-02,2.7,5.1,14.2,0.4,2262
2014-02-03,2.4,-4.5,7.3,0,2250
2014-02-04,0.7,-8.1,-0.7,0,2250
2014-02-05,1.3,-8.1,1.4,0,2224
2014-02-06,3.5,-4.8,4.5,0.3,2233
2014-02-07,2.7,-1.8,6.7,2.8,2232
2014-02-08,1.3,0.4,4.6,3.2,2232
2014-02-09,2.3,-1.3,3.3,3.2,2232
2014-02-10,1.1,-2.6,3.4,2.2,2223
2014-02-11,0.8,-4.2,5.3,0.6,2207
2014-02-12,1.5,-3.3,6.5,0.4,2308
2014-02-13,1.6,-2.7,6,2.1,2284
2014-02-14,1,-1.6,6,0.2,2284
2014-02-15,1,-4.1,8.9,0,2284
2014-02-16,2,-3.9,10.1,0,2284
2014-02-17,2.9,0.7,8.3,2.5,2292
2014-02-18,0.8,-0.7,5.6,0.5,2251
2014-02-19,1.4,-2.8,6.7,0.1,2254
2014-02-20,0.9,-3.8,7.5,0,2218
2014-02-21,0.8,-4.4,7.9,0,2215
2014-02-22,0.9,-4.5,9.2,0,2215
2014-02-23,0.9,-3.3,10.4,0,2215
2014-02-24,0.8,-2.5,12,0,2231
2014-02-25,0.9,-1.3,13.6,0,2188
2014-02-26,1.7,1.2,11.5,4.1,2157
2014-02-27,1.8,3.4,15.5,0.2,2131
2014-02-28,1.2,3.1,11.8,0.1,2142
2014-03-01,1.3,4,9.8,2.1,2142
2014-03-02,1.1,0.4,10.5,0.6,2142
2014-03-03,0.9,-2.4,11.6,0,2121
2014-03-04,3,-1.1,11.4,0.2,2132
2014-03-05,2.7,-0.7,8,0.7,2104
2014-03-06,2.9,-4.1,6.5,0,2063
2014-03-07,1.7,-3.8,6.3,0,2043
2014-03-08,2.1,-3.2,8.2,0,2043
2014-03-09,1.9,-1.5,7.2,1.3,2043
2014-03-10,1.4,-4.4,8.8,0,2043
2014-03-11,0.9,-3.6,13.6,0,2026
2014-03-12,3.5,0.5,9.3,23,1973
2014-03-13,1.6,1.4,7.6,8.8,1938
2014-03-14,1.9,-0.9,8.4,0.3,1938
2014-03-15,1.3,-1.4,14.1,0,1938
2014-03-16,2,4.2,18,0,1938
2014-03-17,3.4,3.8,20.1,1.3,1937
2014-03-18,1.3,7.4,18.3,0.5,1890
2014-03-19,1.2,5.8,12.6,0.1,1890
2014-03-20,1.1,3,10.7,2.7,1918
2014-03-21,1.3,0.5,10.4,0,1898
2014-03-22,1.7,-1,15.6,0,1898
2014-03-23,2.1,2.4,18.3,0,1898
2014-03-24,1.2,2.2,18.1,0,1898
2014-03-25,1.4,11.2,18.1,9.3,1888
2014-03-26,1.2,9.5,19,8.9,1888
2014-03-27,1.2,6.4,20.6,0,1893
2014-03-28,1.1,7.6,24.1,0,1866
2014-03-29,1.4,11.7,17.2,10.7,1866
2014-03-30,1.2,8.2,18,3.8,1866
2014-03-31,1.2,5.5,19.8,0,1907
2014-04-01,1.4,5.3,21.8,0,1943
2014-04-02,1.8,6.3,22.6,0,1968
2014-04-03,1.9,5,18.1,4.9,1942
2014-04-04,1.6,2.8,11.9,0.8,1942
2014-04-05,2,1.2,12.3,0.6,1942
2014-04-06,2.2,2.5,13.9,0,1942
2014-04-07,1.5,3.9,19.2,0,1945
2014-04-08,1.5,3.9,20.7,0,1936
2014-04-09,1.5,4.9,20.9,0,1946
2014-04-10,1.4,7,20.7,0,1965
2014-04-11,1,7.8,17.8,0.1,1974
2014-04-12,1.3,9.4,18.1,0.1,1974
2014-04-13,2,8.5,19.3,2.4,1974
2014-04-14,2.1,5,22.5,0,1996
2014-04-15,1.2,7.5,23.6,0,2007
2014-04-16,1.2,11,23,0,2052
2014-04-17,2.1,7.7,20.5,12.5,2052
2014-04-18,3,10.2,18.4,0.7,2018
2014-04-19,1.6,9.1,16.3,0,2018
2014-04-20,1.8,8.5,19.9,0,2018
2014-04-21,1.5,8.3,21.9,0,1996
2014-04-22,1.4,8.6,22,0,1997
2014-04-23,1.2,6.7,24.2,0,1997
2014-04-24,1.4,8.5,25.2,0,2060
2014-04-25,1.3,8.4,25.8,0,2028
2014-04-26,0.9,9.8,23.7,0,2028
2014-04-27,2.9,13.3,18.8,12.1,2028
2014-04-28,3.3,12.4,15.4,27.2,2016
2014-04-29,1.1,12.1,17,23.2,2004
2014-04-30,2,11.1,19.3,1.1,1998
2014-05-01,2.3,10,23,0,1998
2014-05-02,3.3,10.1,25.8,0.2,2022
2014-05-03,2.2,9,20.9,0,2022
2014-05-04,2.6,7.6,20.5,1.2,2022
2014-05-05,2,6.3,17.2,0.1,2022
2014-05-06,1.7,5.6,19.8,0,2022
2014-05-07,2.4,6.2,22.7,0.3,2022
2014-05-08,1.3,10.6,20.6,2.7,1998
2014-05-09,1.6,8.3,23.4,0,2019
2014-05-10,2.2,9.2,24.7,0,2019
2014-05-11,2.7,11.1,23.2,18.5,2019
2014-05-12,2.1,14.2,22.4,15.6,2011
2014-05-13,1.7,12,27.4,0,2011
2014-05-14,2.7,14.4,23.6,1.6,2011
2014-05-15,2.3,14,24.5,0,2034
2014-05-16,1.3,11.7,26.1,0,1708
2014-05-17,1.1,12.1,25.9,0,1708
2014-05-18,1.2,11.6,25.8,0,1708
2014-05-19,0.9,11.8,26.8,0,1728
2014-05-20,2.2,14.8,23,4.5,1759
2014-05-21,1.6,13.2,24.7,0,1729
2014-05-22,1.7,12.7,27,0,1701
2014-05-23,1.5,15.4,24.1,0,1688
2014-05-24,1.5,15.4,28.6,0,1688
2014-05-25,2.7,17.6,25,7.7,1688
2014-05-26,2.1,15.3,26,2.3,1689
2014-05-27,1.3,13.5,29.5,0,1694
2014-05-28,1.8,16,28.4,1.2,1702
2014-05-29,1.3,15.5,31.1,0,1706
2014-05-30,1.4,15.2,32.1,0,1738
2014-05-31,1.3,16.3,32.4,0,1738
2014-06-01,1.5,18.3,29.9,0,1738
2014-06-02,2.7,18,24.2,5.9,1573
2014-06-03,3.4,17.2,21.3,19.8,1571
2014-06-04,2.4,18.3,25.3,3.1,1571
2014-06-05,1.3,18.2,23.8,1.2,1607
2014-06-06,1.1,16.5,27.4,0,1607
2014-06-07,1.5,15.8,26.6,0.2,1607
2014-06-08,1.6,17.9,25,0.7,1607
2014-06-09,1.6,17.9,25.4,0.9,1594
2014-06-10,1.6,18,25.4,4,1632
2014-06-11,1.1,17.6,25.2,4.8,1647
2014-06-12,1,16,24.3,7.2,1750
2014-06-13,1.8,16.3,25.4,1,1762
2014-06-14,2,16.7,28.2,0,1762
2014-06-15,1.4,17,28.7,0,1762
2014-06-16,0.9,17.4,29.6,0,1769
2014-06-17,1.1,19.2,26.1,1.9,1791
2014-06-18,1.3,17.9,28.3,0.3,1853
2014-06-19,1.5,18,27.9,0.3,1915
2014-06-20,1.9,18.3,26.7,1.4,1924
2014-06-21,1.6,19.2,24.3,2.3,1924
2014-06-22,1,18.4,26.5,5.9,1924
2014-06-23,1.1,18.3,26,12.4,1917
2014-06-24,1.2,18,27,2.5,1959
2014-06-25,1,18,28.4,0,1993
2014-06-26,1.4,19,29.3,0,2101
2014-06-27,1.7,18.8,29.9,0,2112
2014-06-28,0.9,19.9,29.3,0.8,2112
2014-06-29,1.1,18.9,28.4,0,2112
2014-06-30,1.3,19.4,29.5,1.7,2241
2014-07-01,1.4,19.5,31.1,1.5,2249
2014-07-02,2,20.1,27.5,7.7,2288
2014-07-03,1.1,19.5,23.5,25.8,2314
2014-07-04,0.7,20.2,28.7,0.9,2363
2014-07-05,1,19.5,27.3,0.8,2363
2014-07-06,1.2,19.5,24.1,8,2363
2014-07-07,1.7,19,28,0.9,2388
2014-07-08,1.4,21.5,29.1,4.2,2383
2014-07-09,1.7,23.4,30.4,7.2,2382
2014-07-10,2.2,23.2,32,0,2542
2014-07-11,1.1,21.5,32.4,0,2554
2014-07-12,1.8,20.8,29.2,0.9,2554
2014-07-13,1.4,20.9,28.4,8,2554
2014-07-14,1,21.3,31.1,0,2518
2014-07-15,1.3,21.3,28.5,2,2569
2014-07-16,1.8,21.5,29.9,2.4,2569
2014-07-17,1.4,21.7,27.6,7.7,2585
2014-07-18,1.3,21.8,29,18.6,2641
2014-07-19,1.1,22.5,31,9.2,2641
2014-07-20,1.5,22.7,31.9,0.1,2641
2014-07-21,2.2,22.4,31.7,0,2716
2014-07-22,1.7,23.3,30.6,2.1,2753
2014-07-23,0.7,23.2,29.7,10.7,2807
2014-07-24,1.9,23.1,31.2,11.7,2844
2014-07-25,3.3,24.2,32.6,8.8,2938
2014-07-26,1.2,21.6,29.5,1.8,2938
2014-07-27,0.8,19.1,29.8,0.2,2938
2014-07-28,1.2,18.8,28.7,3.3,3006
2014-07-29,0.9,20.6,29.4,2.7,3123
2014-07-30,1.1,22.3,33,0,3113
2014-07-31,1.6,23.8,34.2,5.5,3306
2014-08-01,2.8,23.4,32.5,2.4,3306
2014-08-02,2.4,24,30.6,46,3306
2014-08-03,1,23.7,27.2,35.2,3306
2014-08-04,1.5,23.7,27,9.1,3373
2014-08-05,0.8,23.8,31.5,1.2,3400
2014-08-06,0.8,22.9,29.9,5.8,3431
2014-08-07,2.5,21.2,26,17.6,3431
2014-08-08,3.4,20.4,27.4,3.9,3413
2014-08-09,1.3,20.8,28.4,1.9,3413
2014-08-10,1.5,20.6,28,21.6,3413
2014-08-11,1.6,19.3,28.7,0.4,3394
2014-08-12,0.6,19.9,30.4,0,3356
2014-08-13,1,20.7,26.7,2.5,3487
2014-08-14,0.9,19.5,22.8,18.2,3456
2014-08-15,0.7,20.3,27.8,3.6,3456
2014-08-16,1,20.7,29.4,0.2,3456
2014-08-17,1.9,20.4,25.9,19.6,3456
